target_rho,target_w,actual_rho_lookup,actual_w_lookup,actual_w_phase_lookup,rho_bcc_lookup,rho_iwp_lookup,overlap_lookup,t1,t2,lookup_score,active_elements_lookup,reaction_force_N,stress_MPa,strain,E_eff_MPa,compliance,fem_time_s
0.2,0.0,0.234375,0.065625,0.06256206554121152,0.015380859375,0.23046875,0.011474609375,-3.0,-6.0,13.539062499999991,7680,-2005.4098145337646,1.253381134083603,0.032,39.168160440112594,802.1639258135089,0.20627689361572266
0.2,0.2,0.234375,0.16666666666666666,0.14492753623188406,0.0390625,0.23046875,0.03515625,-2.95,-6.0,12.260850694444436,7680,-2005.4098145337646,1.253381134083603,0.032,39.168160440112594,802.1639258135089,0.0985116958618164
0.2,0.4,0.234375,0.26666666666666666,0.21333333333333335,0.0625,0.23046875,0.05859375,-2.8,-6.0,18.927517361111104,7680,-2005.4098145337646,1.253381134083603,0.032,39.168160440112594,802.1639258135089,0.11429548263549805
0.2,0.6,0.25,0.4375,0.3218390804597701,0.109375,0.23046875,0.08984375,-2.7,-6.0,35.562499999999986,8192,-2007.5373546530082,1.25471084665813,0.032,39.209713958066565,803.0149418612052,0.13074874877929688
0.2,0.8,0.26171875,0.6417910447761194,0.4215686274509804,0.16796875,0.23046875,0.13671875,-2.35,-6.0,48.104070420837736,8576,-739.9504879271283,0.46246905495445517,0.01,46.24690549544552,295.980195170854,49.39678502082825
0.2,1.0,0.26171875,0.6417910447761194,0.4215686274509804,0.16796875,0.23046875,0.13671875,-2.35,-6.0,89.41750325665862,8576,-739.9504879271283,0.46246905495445517,0.01,46.24690549544552,295.980195170854,48.626569747924805
