iteration,compliance,volume,change
0,0.16452163533218872,0.060000000000000026,0.24
1,0.004008195937389119,0.012000000000000007,0.04800000000000002
2,0.010513707777290616,0.002400000000000002,0.009600000000000008
3,0.04675441076721908,0.00048000000000000034,0.001920000000000002
4,0.22845020239530156,9.600000000000011e-05,0.0003840000000000003
5,1.1370206477958316,1.9200000000000026e-05,7.680000000000009e-05
