rho,w,D1111,D1122,D1212,E_eff,nu_eff,G_eff,displacement,compliance,stiffness,label
0.3,0.2,46.02533894593989,23.982305884473213,31.05097436148425,0.021727162100306806,-0.5210674474910912,0.016102554276692906,4473.662945545358,44.736629455453574,0.02235304742829918,"rho=0.30, w=0.2"
0.3,0.6,125.14195995880765,71.91544161385862,78.3086768680773,0.007990924869078006,-0.5746708908629101,0.006384988484000629,12163.798507996104,121.63798507996104,0.008221116120450622,"rho=0.30, w=0.6"
0.3,0.8,175.9494673480351,103.22190375351103,105.21400717575693,0.005683449998867913,-0.586656528771036,0.004752218962298095,17102.28822622901,171.02288226229012,0.005847170780728305,"rho=0.30, w=0.8"
